event_event_ticker,event_series_ticker,event_sub_title,event_title,event_collateral_return_type,event_mutually_exclusive,event_category,event_strike_date,market_ticker,market_market_type,market_title,market_subtitle,market_yes_sub_title,market_no_sub_title,market_open_time,market_close_time,market_expected_expiration_time,market_expiration_time,market_latest_expiration_time,market_settlement_timer_seconds,market_status,market_response_price_units,market_notional_value,market_tick_size,market_yes_bid,market_yes_ask,market_no_bid,market_no_ask,market_last_price,market_previous_yes_bid,market_previous_yes_ask,market_previous_price,market_volume,market_volume_24h,market_liquidity,market_open_interest,market_result,market_settlement_value,market_can_close_early,market_expiration_value,market_category,market_risk_limit_cents,market_strike_type,market_cap_strike,market_rules_primary,market_rules_secondary
"KXHIGHAUS-24NOV01","KXHIGHAUS","On Nov 1, 2024","Highest temperature in Austin on Nov 1, 2024?","MECNET",true,"Climate and Weather","2024-11-02T04:59:00Z","KXHIGHAUS-24NOV01-T88","binary","","89° or above","89° or above","89° or above","2024-10-31T14:00:00Z","2024-11-02T04:59:00Z","2024-11-02T14:00:00Z","2024-11-08T14:00:00Z","2024-11-08T14:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,572,0,0,572,"no",0,true,"","",0,"greater",,"If the highest temperature recorded in Austin Bergstrom for November 01, 2024 as reported by the National Weather Service's Daily Climate Report, is greater than 88°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 01, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 01, 2024, or one week after November 01, 2024."
"KXHIGHAUS-24NOV02","KXHIGHAUS","On Nov 2, 2024","Highest temperature in Austin on Nov 2, 2024?","MECNET",true,"Climate and Weather","2024-11-03T04:59:00Z","KXHIGHAUS-24NOV02-T80","binary","","79° or below","79° or below","79° or below","2024-11-01T14:00:00Z","2024-11-03T04:59:00Z","2024-11-03T14:00:00Z","2024-11-09T14:00:00Z","2024-11-09T14:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,10983,0,0,9371,"no",0,true,"","",0,"less",80,"If the highest temperature recorded in Austin Bergstrom for November 02, 2024 as reported by the National Weather Service's Daily Climate Report, is less than 80°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 02, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 02, 2024, or one week after November 02, 2024."
"KXHIGHAUS-24NOV02","KXHIGHAUS","On Nov 2, 2024","Highest temperature in Austin on Nov 2, 2024?","MECNET",true,"Climate and Weather","2024-11-03T04:59:00Z","KXHIGHAUS-24NOV02-B80.5","binary","","80° to 81°","80° to 81°","80° to 81°","2024-11-01T14:00:00Z","2024-11-03T04:59:00Z","2024-11-03T14:00:00Z","2024-11-09T14:00:00Z","2024-11-09T14:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,47756,0,0,38691,"no",0,true,"","",0,"between",81,"If the highest temperature recorded in Austin Bergstrom for November 02, 2024 as reported by the National Weather Service's Daily Climate Report, is between 80-81°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 02, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 02, 2024, or one week after November 02, 2024."
"KXHIGHAUS-24NOV02","KXHIGHAUS","On Nov 2, 2024","Highest temperature in Austin on Nov 2, 2024?","MECNET",true,"Climate and Weather","2024-11-03T04:59:00Z","KXHIGHAUS-24NOV02-B82.5","binary","","82° to 83°","82° to 83°","82° to 83°","2024-11-01T14:00:00Z","2024-11-03T04:59:00Z","2024-11-03T14:00:00Z","2024-11-09T14:00:00Z","2024-11-09T14:00:00Z",3600,"finalized","usd_cent",100,1,98,100,0,2,98,0,0,0,21374,0,0,14729,"yes",100,true,"83.00","",0,"between",83,"If the highest temperature recorded in Austin Bergstrom for November 02, 2024 as reported by the National Weather Service's Daily Climate Report, is between 82-83°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 02, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 02, 2024, or one week after November 02, 2024."
"KXHIGHAUS-24NOV02","KXHIGHAUS","On Nov 2, 2024","Highest temperature in Austin on Nov 2, 2024?","MECNET",true,"Climate and Weather","2024-11-03T04:59:00Z","KXHIGHAUS-24NOV02-B84.5","binary","","84° to 85°","84° to 85°","84° to 85°","2024-11-01T14:00:00Z","2024-11-03T04:59:00Z","2024-11-03T14:00:00Z","2024-11-09T14:00:00Z","2024-11-09T14:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,7177,0,0,3511,"no",0,true,"","",0,"between",85,"If the highest temperature recorded in Austin Bergstrom for November 02, 2024 as reported by the National Weather Service's Daily Climate Report, is between 84-85°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 02, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 02, 2024, or one week after November 02, 2024."
"KXHIGHAUS-24NOV02","KXHIGHAUS","On Nov 2, 2024","Highest temperature in Austin on Nov 2, 2024?","MECNET",true,"Climate and Weather","2024-11-03T04:59:00Z","KXHIGHAUS-24NOV02-B86.5","binary","","86° to 87°","86° to 87°","86° to 87°","2024-11-01T14:00:00Z","2024-11-03T04:59:00Z","2024-11-03T14:00:00Z","2024-11-09T14:00:00Z","2024-11-09T14:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,2207,0,0,1946,"no",0,true,"","",0,"between",87,"If the highest temperature recorded in Austin Bergstrom for November 02, 2024 as reported by the National Weather Service's Daily Climate Report, is between 86-87°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 02, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 02, 2024, or one week after November 02, 2024."
"KXHIGHAUS-24NOV02","KXHIGHAUS","On Nov 2, 2024","Highest temperature in Austin on Nov 2, 2024?","MECNET",true,"Climate and Weather","2024-11-03T04:59:00Z","KXHIGHAUS-24NOV02-T87","binary","","88° or above","88° or above","88° or above","2024-11-01T14:00:00Z","2024-11-03T04:59:00Z","2024-11-03T14:00:00Z","2024-11-09T14:00:00Z","2024-11-09T14:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,459,0,0,459,"no",0,true,"","",0,"greater",,"If the highest temperature recorded in Austin Bergstrom for November 02, 2024 as reported by the National Weather Service's Daily Climate Report, is greater than 87°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 02, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 02, 2024, or one week after November 02, 2024."
"KXHIGHAUS-24NOV03","KXHIGHAUS","On Nov 3, 2024","Highest temperature in Austin on Nov 3, 2024?","MECNET",true,"Climate and Weather","2024-11-04T04:59:00Z","KXHIGHAUS-24NOV03-T84","binary","","83° or below","83° or below","83° or below","2024-11-02T14:00:00Z","2024-11-04T04:59:00Z","2024-11-04T14:00:00Z","2024-11-10T14:00:00Z","2024-11-10T14:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,5685,0,0,5675,"no",0,true,"","",0,"less",84,"If the highest temperature recorded in Austin Bergstrom for November 03, 2024 as reported by the National Weather Service's Daily Climate Report, is less than 84°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 03, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 03, 2024, or one week after November 03, 2024."
"KXHIGHAUS-24NOV03","KXHIGHAUS","On Nov 3, 2024","Highest temperature in Austin on Nov 3, 2024?","MECNET",true,"Climate and Weather","2024-11-04T04:59:00Z","KXHIGHAUS-24NOV03-B84.5","binary","","84° to 85°","84° to 85°","84° to 85°","2024-11-02T14:00:00Z","2024-11-04T04:59:00Z","2024-11-04T14:00:00Z","2024-11-10T14:00:00Z","2024-11-10T14:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,608,0,0,587,"no",0,true,"","",0,"between",85,"If the highest temperature recorded in Austin Bergstrom for November 03, 2024 as reported by the National Weather Service's Daily Climate Report, is between 84-85°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 03, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 03, 2024, or one week after November 03, 2024."
"KXHIGHAUS-24NOV03","KXHIGHAUS","On Nov 3, 2024","Highest temperature in Austin on Nov 3, 2024?","MECNET",true,"Climate and Weather","2024-11-04T04:59:00Z","KXHIGHAUS-24NOV03-B86.5","binary","","86° to 87°","86° to 87°","86° to 87°","2024-11-02T14:00:00Z","2024-11-04T04:59:00Z","2024-11-04T14:00:00Z","2024-11-10T14:00:00Z","2024-11-10T14:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,38336,0,0,34217,"no",0,true,"","",0,"between",87,"If the highest temperature recorded in Austin Bergstrom for November 03, 2024 as reported by the National Weather Service's Daily Climate Report, is between 86-87°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 03, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 03, 2024, or one week after November 03, 2024."
"KXHIGHAUS-24NOV03","KXHIGHAUS","On Nov 3, 2024","Highest temperature in Austin on Nov 3, 2024?","MECNET",true,"Climate and Weather","2024-11-04T04:59:00Z","KXHIGHAUS-24NOV03-B88.5","binary","","88° to 89°","88° to 89°","88° to 89°","2024-11-02T14:00:00Z","2024-11-04T04:59:00Z","2024-11-04T14:00:00Z","2024-11-10T14:00:00Z","2024-11-10T14:00:00Z",3600,"finalized","usd_cent",100,1,97,99,1,3,97,0,0,0,21371,0,0,13192,"yes",100,true,"89.00","",0,"between",89,"If the highest temperature recorded in Austin Bergstrom for November 03, 2024 as reported by the National Weather Service's Daily Climate Report, is between 88-89°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 03, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 03, 2024, or one week after November 03, 2024."
"KXHIGHAUS-24NOV03","KXHIGHAUS","On Nov 3, 2024","Highest temperature in Austin on Nov 3, 2024?","MECNET",true,"Climate and Weather","2024-11-04T04:59:00Z","KXHIGHAUS-24NOV03-B90.5","binary","","90° to 91°","90° to 91°","90° to 91°","2024-11-02T14:00:00Z","2024-11-04T04:59:00Z","2024-11-04T14:00:00Z","2024-11-10T14:00:00Z","2024-11-10T14:00:00Z",3600,"finalized","usd_cent",100,1,1,8,92,99,8,0,0,0,18467,0,0,12156,"no",0,true,"","",0,"between",91,"If the highest temperature recorded in Austin Bergstrom for November 03, 2024 as reported by the National Weather Service's Daily Climate Report, is between 90-91°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 03, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 03, 2024, or one week after November 03, 2024."
"KXHIGHAUS-24NOV03","KXHIGHAUS","On Nov 3, 2024","Highest temperature in Austin on Nov 3, 2024?","MECNET",true,"Climate and Weather","2024-11-04T04:59:00Z","KXHIGHAUS-24NOV03-T91","binary","","92° or above","92° or above","92° or above","2024-11-02T14:00:00Z","2024-11-04T04:59:00Z","2024-11-04T14:00:00Z","2024-11-10T14:00:00Z","2024-11-10T14:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,1999,0,0,1952,"no",0,true,"","",0,"greater",,"If the highest temperature recorded in Austin Bergstrom for November 03, 2024 as reported by the National Weather Service's Daily Climate Report, is greater than 91°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 03, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 03, 2024, or one week after November 03, 2024."
"KXHIGHAUS-24NOV04","KXHIGHAUS","On Nov 4, 2024","Highest temperature in Austin on Nov 4, 2024?","MECNET",true,"Climate and Weather","2024-11-05T05:59:00Z","KXHIGHAUS-24NOV04-T80","binary","","79° or below","79° or below","79° or below","2024-11-03T15:00:00Z","2024-11-05T05:59:00Z","2024-11-05T15:00:00Z","2024-11-11T15:00:00Z","2024-11-11T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,475,0,0,461,"no",0,true,"","",0,"less",80,"If the highest temperature recorded in Austin Bergstrom for November 04, 2024 as reported by the National Weather Service's Daily Climate Report, is less than 80°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 04, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 04, 2024, or one week after November 04, 2024."
